favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
1999,Twitter for iPhone,"b'John Reid lost his 16-year old son in a car crash. He donated his son\xe2\x80\x99s organs, including his heart. One year later\xe2\x80\xa6 https://t.co/UJBk2Y8E97'",,False,Tue Mar 10 06:57:16 +0000 2020,422,b'1237271286155481088'
766,Twitter for Android,b'Hi- have you talked to a Republican or Trump supporter who has expressed doubt about the threat of Coronavirus beca\xe2\x80\xa6 https://t.co/M3U99lSLRE',,False,Sat Mar 07 14:49:46 +0000 2020,494,b'1236303031429455872'
6471,Twitter for Android,b'Further proof of the awful campaign being run by @BernieSanders who is waging a campaign against the Democratic par\xe2\x80\xa6 https://t.co/riQlVeEDBM',,False,Sat Feb 01 12:28:15 +0000 2020,1436,b'1223583842885361664'
63924,Twitter for iPhone,b'Chuck Schumer has been in office for 38 years\n\nNancy Pelosi has been in office for 32 years\n\nMaxine Waters has been\xe2\x80\xa6 https://t.co/o4SWitY2Uc',,False,Sat Feb 01 04:19:58 +0000 2020,19471,b'1223460959597006849'
791,Twitter for iPhone,b'Fashion designer tweet. Humour me a sec. Look at the lining of his jacket! It matches her frock... \xf0\x9f\x91\x80 https://t.co/rcMNJf8Z9B',,False,Mon Mar 09 15:12:21 +0000 2020,69,b'1237033487993094144'
4276,Twitter for iPhone,b'We do not have test kits for Coronavirus in most of CT.  This morning Gov Cuomo announced that they dont have nearl\xe2\x80\xa6 https://t.co/iAvzTNnrcJ',,False,Sat Mar 07 17:45:57 +0000 2020,1252,b'1236347366665527297'
4910,Twitter Web App,"b""President Trump's former chief of staff John Kelly says he believes John Bolton and believes witnesses should be he\xe2\x80\xa6 https://t.co/B12kVJDyy6""",,False,Tue Jan 28 17:10:44 +0000 2020,2133,b'1222205379796402176'
2424,Twitter for iPhone,"b'In case you feel like your weight loss goals are taking too long, keep in mind this has taken me SIX YEARS of succe\xe2\x80\xa6 https://t.co/sxqXU9kS8t'",,False,Tue Mar 10 20:02:17 +0000 2020,62,b'1237468839773900802'
307,Twitter for iPhone,"b'@DailyLimbaugh The coronavirus is of the same strain as SARS. I don\xe2\x80\x99t listen to your show, but I ask that you infor\xe2\x80\xa6 https://t.co/fLdGGABMx2'",MitchellRMorrow,False,Tue Feb 25 15:25:47 +0000 2020,68,b'1232325827489959936'
43,Twitter for Android,"b""It's with a broken heart I'm letting y'all know I failed. I have to close the shop. I feel like such a fuckin loser. #StonerFam I'm broken""",,False,Thu Feb 27 18:39:24 +0000 2020,3,b'1233099329260474368'
3892,Twitter for iPhone,b'Never got to report this. The morning after the election I got a call from a high level source. Said they\xe2\x80\x99d take a\xe2\x80\xa6 https://t.co/oICkyYThgf',,False,Thu Jan 30 16:19:02 +0000 2020,1756,b'1222917142229635073'
6462,Twitter Web App,b'Patrick Mahomes went 16-21 as a starter at Texas Tech. \n\nCredit to the @Chiefs for trusting the way they graded the\xe2\x80\xa6 https://t.co/3L98yCFF6m',,False,Mon Feb 03 20:33:02 +0000 2020,449,b'1224430617422716930'
21901,Twitter Media Studio,"b'It\xe2\x80\x99s my honor to be in my old stomping grounds of MIAMI to intro the NFC &amp; AFC CHAMPS. \nToday, I live vicariously t\xe2\x80\xa6 https://t.co/APPv5SyhXL'",,False,Sun Feb 02 23:35:49 +0000 2020,3227,b'1224114226681110528'
3806,Twitter for iPhone,b'GOP+handful of Dems forming Bipartisan coalition to acquit @realDonaldTrump later today-By obsessing on his ouster\xe2\x80\xa6 https://t.co/pS9im6PX9p',,False,Fri Jan 31 13:29:36 +0000 2020,559,b'1223236894374289409'
1068,Twitter for iPhone,"b'For years, since experiencing trauma I\xe2\x80\x99ve had trouble fully recovering from, I\xe2\x80\x99ve only wanted to be home. I\xe2\x80\x99ve felt\xe2\x80\xa6 https://t.co/Hz0wc0a0mk'",,False,Fri Mar 13 01:41:12 +0000 2020,52,b'1238278909348765696'
1099,Twitter for iPhone,"b'I can\xe2\x80\x99t stop watching this. When you see Mike Tyson in a true moment of vulnerability like this, it may be hard to\xe2\x80\xa6 https://t.co/w8ZVOZH65Z'",,False,Mon Mar 02 22:36:02 +0000 2020,241,b'1234608430934970368'
3899,Twitter Web App,"b'This is a headline from California\n\n""Chaos at hospitals due to shortage of coronavirus tests""\n\nhttps://t.co/TPtdR6Uoy5'",,False,Fri Mar 06 15:48:10 +0000 2020,2263,b'1235955338400104451'
6415,Twitter for iPhone,b'Trump spent $10 million on a commercial for tonight\xe2\x80\x99s #SuperBowl. \n\nWe fixed it for him. https://t.co/7LFdugeeUj',,False,Sun Feb 02 22:39:57 +0000 2020,3756,b'1224100167617478657'
9449,Twitter for iPhone,b'I\xe2\x80\x99m gonna need everyone to say a big Thank You to Black America. If it wasn\xe2\x80\x99t for our voting block voting in massiv\xe2\x80\xa6 https://t.co/qFKrKiRwLY',,False,Wed Mar 11 01:31:11 +0000 2020,1735,b'1237551611955662849'
4032,Twitter for Android,"b'144p to 240p videos, spanish subs, risks of virus being in your pc for downloading their songs from various sites,\xe2\x80\xa6 https://t.co/hM2KaHKHDi'",,False,Wed Feb 26 14:29:51 +0000 2020,2514,b'1232674139241975809'
2144,Twitter Web App,"b""On impeachment, @RandPaul says election 'chaos' is goal of Democrats, 'they hate the president so much'\xe2\x80\xa6 https://t.co/LalUVodCpq""",,False,Fri Jan 31 13:52:53 +0000 2020,528,b'1223242750302326790'
50,Twitter Web App,"b""heyy #writingcommunity \n\nim going through a vv tough writer's block.\n\nany tips? \n\nor any prompts?""",,False,Tue Mar 10 18:02:49 +0000 2020,4,b'1237438775619284993'
13912,Twitter for Android,"b""@realDonaldTrump @LouDobbs America's Greatest President:\n- won BOTH the Electoral and Popular vote. TWICE.\n- did it\xe2\x80\xa6 https://t.co/c9626E942c""",realDonaldTrump,False,Sat Feb 01 14:32:47 +0000 2020,4662,b'1223615182846427137'
10513,Twitter Web App,b'A privilege to spend his birthday with one of my favorite humans @BrentSpiner HAPPY BIRTHDAY BRENTO https://t.co/Q4FNNufjL5',,False,Sat Feb 01 23:49:03 +0000 2020,482,b'1223755169671729152'
1625,Twitter Web App,"b'Larry Kudlow on coronavirus: """"I will still argue to you this is contained.""'",,False,Fri Mar 06 14:53:07 +0000 2020,415,b'1235941486577008644'
182072,Twitter Media Studio,b'Dubai displayed a tribute to Kobe and Gigi on the tallest building in the world \xf0\x9f\x91\x8f https://t.co/YSLNd3to8y',,False,Sun Feb 02 21:19:28 +0000 2020,33967,b'1224079913185169411'
230,Twitter for Android,b'Breaking: travel agents tell me...\n\n\xe2\x80\xa2 Air Baltic\n\n\xe2\x80\xa2 Norwegian\n\n\xe2\x80\xa2 Korean Airlines\n\n\xe2\x80\xa2 Cathay Pacific\n\n\xe2\x80\xa2 TUI\n\n\xe2\x80\xa2 Virgin\xe2\x80\xa6 https://t.co/rHkL6ibgYr',,False,Fri Mar 13 18:46:19 +0000 2020,158,b'1238536888337793024'
12472,TweetDeck,"b""Watch: Bernie says a teacher shouldn't have to work 2 jobs then a teacher interrupts him &amp; says she works 4 jobs.\xe2\x80\xa6 https://t.co/cxlx7uPWGA""",,False,Fri Feb 28 23:08:41 +0000 2020,3067,b'1233529483405205504'
843,Twitter Web App,"b'SCOOP: Drug giant Gilead shipped a batch of its investigational drug, called Remdesivir, to China after requesting\xe2\x80\xa6 https://t.co/yPbTB8kZZx'",,False,Sun Mar 08 00:46:39 +0000 2020,606,b'1236453240830660609'
14090,Twitter Web Client,b'Gotta wonder...did Susan Collins issue a statement that she was voting YES on witnesses and more documents because\xe2\x80\xa6 https://t.co/E5JRnMixdi',,False,Fri Jan 31 04:08:56 +0000 2020,1446,b'1223095797832503298'
15180,Twitter for Android,"b'In the 5 months since the beginning of the Corona Virus outbreak,\n\n3800 people\nWorldwide\nHave died.\n\nIn that same p\xe2\x80\xa6 https://t.co/4r0Q4OM1Pm'",,False,Mon Mar 09 16:48:10 +0000 2020,5780,b'1237057600925175808'
961,Twitter for iPad,b'Imagine cheating your way to a Federal election win via #sportsrorts  &amp; then making these comments in a speech seve\xe2\x80\xa6 https://t.co/QSffhucLZH',,False,Thu Jan 30 06:41:28 +0000 2020,453,b'1222771795855470592'
30395,Twitter for iPhone,"b'In the last 24 hours, I\xe2\x80\x99ve spoken to lots of sources on the Hill and in the White House and I\xe2\x80\x99ve become convinced t\xe2\x80\xa6 https://t.co/y5RECQB3SD'",,False,Fri Mar 06 18:40:11 +0000 2020,6526,b'1235998629732790275'
1098,Twitter Web App,"b'Sadiq Khan not happy at being excluded from the coronavirus Cobra meeting. City Hall source: ""People might feel it\xe2\x80\xa6 https://t.co/wXkRy4OfV3'",,False,Mon Mar 02 11:10:15 +0000 2020,350,b'1234435849678356480'
1422,Twitter Web App,"b""Hey @BBCNews why are you incapable of reporting news of national interest? Today, the UK has 40 (that's FORTY!) new\xe2\x80\xa6 https://t.co/MK3bQDjyL2""",,False,Sat Feb 01 10:05:40 +0000 2020,343,b'1223547959746482178'
4418,Twitter for iPhone,"b'South Africa is already facing an economic crisis, loadshedding, an already overburdened health system, not enough\xe2\x80\xa6 https://t.co/mDeGndHTQq'",,False,Thu Mar 12 09:33:41 +0000 2020,1755,b'1238035424368623616'
4102,Twitter Media Studio,"b""It\xe2\x80\x99s hard to save enough for a decent retirement, and it\xe2\x80\x99s only getting harder. That's why I've got a plan to incre\xe2\x80\xa6 https://t.co/EVRYmZKcC7""",,False,Mon Jan 27 01:35:02 +0000 2020,987,b'1221607515630264320'
235,Twitter for iPhone,b'Today in WTF #mnleg bill introductions: public libraries that host story hours that include drag queens get FULLY D\xe2\x80\xa6 https://t.co/e4pKGBFtic',,False,Mon Mar 09 23:45:07 +0000 2020,94,b'1237162531585744897'
1111,Twitter for iPhone,"b'Today on my ICU call, there\xe2\x80\x99s a 25y old girl battling for her life while his father is admitted in HDU, both sustai\xe2\x80\xa6 https://t.co/1Bwmh5GH1X'",,False,Mon Mar 09 13:00:55 +0000 2020,389,b'1237000413167136769'
14538,Tweetbot for Mac,b'PENCE was set to evacuate infected Americans from a cruise ship. Then TRUMP stepped in \xe2\x80\x94\xc2\xa0worried how \xe2\x80\x9cthe numbers\xe2\x80\x9d\xe2\x80\xa6 https://t.co/g1g4U4xqc6',,False,Sun Mar 08 02:12:19 +0000 2020,7293,b'1236474799809081350'
928,Twitter for iPhone,"b'#Breaking: Netanyahu plans to mobilize children, who ""thank G-d"" are not affected by #coronavirus, to disinfect Isr\xe2\x80\xa6 https://t.co/rkVFHXwDxJ'",,False,Sat Mar 07 21:21:03 +0000 2020,778,b'1236401499607097344'
16278,Twitter Web App,"b""The Coronavirus Chronicles keep getting weirder and weirder.\n\nYou've probably heard about the sudden outbreak of th\xe2\x80\xa6 https://t.co/2COqonfeHt""",,False,Mon Feb 24 09:13:57 +0000 2020,9331,b'1231869865205620742'
4749,Sprout Social,"b'If the Senate won\xe2\x80\x99t get rid of Trump, it will be up to us to get rid of them.'",,False,Tue Jan 28 20:31:00 +0000 2020,591,b'1222255779723599872'
2569,Twitter for Android,"b""Kim Woo Seok reportedly to take the main lead role in drama 'Twenty Twenty' produced by PLAYLIST which is famous fo\xe2\x80\xa6 https://t.co/R1kZnWmyv7""",,False,Wed Mar 04 00:19:04 +0000 2020,1956,b'1234996747031609345'
1172,TweetDeck,b'A doctor in Victoria has been diagnosed with coronavirus after returning from the US with flu-like symptoms. He tre\xe2\x80\xa6 https://t.co/2X10DSZMbB',,False,Sat Mar 07 01:20:45 +0000 2020,810,b'1236099432673718273'
192,Twitter for iPhone,"b'After 125 years of being South Africa\xe2\x80\x99s proudly home-grown beer, this #SANBeerDay we want to give a shout out to so\xe2\x80\xa6 https://t.co/r1gCdAATqh'",,False,Sat Feb 01 08:27:43 +0000 2020,115,b'1223523307548528643'
3463,Sprout Social,"b'""\'God is love\' means that He tries constantly to block your route to destruction."" #BillyGraham'",,False,Mon Mar 09 22:35:01 +0000 2020,623,b'1237144889437061121'
11687,Twitter for iPhone,b'The Senate acquitting Trump will be tantamount to Congress neutering itself. It will represent Congress giving a gr\xe2\x80\xa6 https://t.co/fjKqa9tVjM',,False,Sat Feb 01 12:14:31 +0000 2020,3915,b'1223580386279809024'
18908,Twitter for iPhone,"b'I predicted a swift acquittal last week. Get ready to see indictments drop on the other side, the foreign governmen\xe2\x80\xa6 https://t.co/8MTK1OzYa9'",,False,Fri Jan 31 13:12:44 +0000 2020,4842,b'1223232647419310080'
2106,SocialNewsDesk,"b""WATCH: NOTHING IS HAPPENING!!! I'm telling y'all this wrecking ball is WAY too small!!! #leaningtowerofdallas\xe2\x80\xa6 https://t.co/7tM4sGlltu""",,False,Mon Feb 24 16:01:16 +0000 2020,411,b'1231972368081412096'
1768,Twitter for iPhone,b'I\xe2\x80\x99m officially a year older today and much cooler than ever. Happy birthday to me. Say a prayer for me when you see\xe2\x80\xa6 https://t.co/pjTN0kKMIA',,False,Sun Feb 02 00:59:40 +0000 2020,86,b'1223772940992425984'
7992,Twitter for iPhone,"b'@eleven8 When you\xe2\x80\x99re accustomed to privilege, equality feels like oppression.'",eleven8,False,Mon Mar 02 14:10:48 +0000 2020,2424,b'1234481284224888832'
88916,Twitter for iPhone,b'Damian Lillard told me he was walking into church when he saw the news about Kobe on his phone. He said even after\xe2\x80\xa6 https://t.co/vUEqfWj3bM',,False,Sat Feb 01 04:28:51 +0000 2020,8425,b'1223463195651661824'
258,Twitter for iPhone,"b'Anybody also attending the #Chromatica Ball opening night in Paris?\n\nIf you are, make sure to reply to this tweet t\xe2\x80\xa6 https://t.co/shLwzGxfqD'",,False,Tue Mar 10 16:48:36 +0000 2020,26,b'1237420097993654272'
3806,Twitter Web App,"b'shout out to four year old me, who on hearing that i was having a sister suggested the name ""iguanadon""\n\nwhen my pa\xe2\x80\xa6 https://t.co/OYBzEV6SHv'",,False,Mon Mar 09 13:49:01 +0000 2020,683,b'1237012516385030149'
2521,Twitter Web App,"b""\xf0\x9f\x9a\xa8attention omb fam! \xf0\x9f\x9a\xa8\n\ntomorrow we've got @TheSierraCapri, @diegotinoco, and @TheJasonGenao for a Q&amp;A, start sendin\xe2\x80\xa6 https://t.co/TzGXimSSSC""",,False,Sun Mar 08 18:04:03 +0000 2020,199,b'1236714311638278144'
2425,TweetDeck,b'Wishing British-Ghanaians and all those of Ghanaian heritage across the globe a happy Ghana Independence Day \xf0\x9f\x87\xac\xf0\x9f\x87\xad\xe2\x80\xa6 https://t.co/8VVazgkap3',,False,Fri Mar 06 07:30:00 +0000 2020,759,b'1235829970724884480'
1382,Twitter for iPhone,b'Happy 85th Birthday to the legend that is Bobby Harvey aka Ma wee da\xe2\x80\x99. Took him for lunch. \xe2\x80\x98I just want soup\xe2\x80\x99. Then\xe2\x80\xa6 https://t.co/To72LoGwgM',,False,Mon Feb 03 17:08:24 +0000 2020,6,b'1224379117405122560'
6271,Twitter for iPhone,b'Old shot of me with the late great Phil Hartman. One of the best ever on #snl  he also did the Simpsons the list go\xe2\x80\xa6 https://t.co/8JEvxdvlys',,False,Tue Mar 10 14:08:54 +0000 2020,198,b'1237379908566831106'
3603,Twitter Web App,"b'I love Elizabeth Warren, but if you lose you own state in a presidential primary then you have no viable path forward. \n\n#SuperTuesday'",,False,Wed Mar 04 04:14:40 +0000 2020,347,b'1235056038585323520'
3338,Twitter for iPhone,b'Okusalayo. The President must still account to the public fully. Andile Ramaphosa must still account to the public\xe2\x80\xa6 https://t.co/g9oQ51hEn3',,False,Tue Mar 10 10:14:50 +0000 2020,1062,b'1237321005879746560'
3238,Twitter for iPhone,"b""I know he's a crypto-facist draft-dodging charity-scamming  planet-destroying tiny-handed nepotistic racist fuckhea\xe2\x80\xa6 https://t.co/363S2EV1uB""",,False,Tue Jan 28 22:55:20 +0000 2020,344,b'1222292098621243393'
2351,SocialNewsDesk,b'JUST IN: @Stanford is canceling all in-person courses for the remainder of the winter quarter due to #coronavirus c\xe2\x80\xa6 https://t.co/OJwGOSx60m',,False,Sat Mar 07 04:40:37 +0000 2020,1767,b'1236149733300809732'
777,TweetDeck,"b'""And the actors at Gratitude drinking undrinkable juice\nAnd the agents taking ten percent in their sneakers and sui\xe2\x80\xa6 https://t.co/o09pbtpXK1'",,False,Sun Mar 08 21:00:00 +0000 2020,70,b'1236758589206749184'
801,Twitter Web App,"b""1/ THOUGHTS ABOUT RUSSIA, which helped precipitate today's oil price crash by increasing oil production amid the\xe2\x80\xa6 https://t.co/iL9BQbYG0h""",,False,Tue Mar 10 03:41:32 +0000 2020,276,b'1237222028328890368'
188,Nelio Content,b'#BirdsofPrey was being pitched before anyone had done an R-rated comic book film. https://t.co/E6jclPMOy4',,False,Fri Jan 31 06:35:56 +0000 2020,24,b'1223132791249833984'
1401,Twitter for iPhone,b'And here\xe2\x80\x99s Dershowitz giving Pompeo an attaboy pat on the back after Trump praises the secretary of state for berat\xe2\x80\xa6 https://t.co/GyJZdre1Ry',,False,Tue Jan 28 19:45:33 +0000 2020,1016,b'1222244340291928064'
910,Twitter Web App,b'A quick thread summarizing the basic aspects of the Trump anti-peace plan:\n1) Palestinians get the trappings of sta\xe2\x80\xa6 https://t.co/NnrVUSFOP7',,False,Tue Jan 28 19:55:47 +0000 2020,656,b'1222246913917038592'
2693,Twitter for iPhone,"b'I think we can agree Dr Fauci is a great asset to the country in his knowledge, his cool-head, and his ability to e\xe2\x80\xa6 https://t.co/QliOQTXclv'",,False,Sun Mar 15 20:12:20 +0000 2020,367,b'1239283310821617664'
996,Twitter for iPhone,b'My church has removed the holy water because of the #Coronavirus #COVID19 https://t.co/6z16m2Va5Y',,False,Sat Mar 07 14:28:31 +0000 2020,236,b'1236297681661763586'
6606,Twitter for iPhone,"b'I guess lying can\'t treat a virus after all, and the stock market noticed. \n\nMust be why ""some people"" are calling\xe2\x80\xa6 https://t.co/nRGr6RSNJg'",,False,Sun Mar 01 12:17:50 +0000 2020,3053,b'1234090469149335552'
6884,Twitter for iPhone,b'#SuperBowlLIV \nMy therapist: Rocket Mortgage Jason Momoa can\xe2\x80\x99t hurt you\n\nRocket Mortgage Jason Momoa: https://t.co/MfFRsGL09C',,False,Mon Feb 03 00:15:38 +0000 2020,1833,b'1224124246647091200'
10168,Twitter for iPhone,"b'President Trump tried to cheat, got caught and then worked hard to cover it up.\n\nThe American people deserve a fair\xe2\x80\xa6 https://t.co/bsdOpz58uC'",,False,Tue Jan 28 23:31:30 +0000 2020,2585,b'1222301202291007488'
855,Twitter Web Client,"b'@GOP @realDonaldTrump @Mike_Pence At the end of December, China informed the World Health Organization of\xe2\x80\xa6 https://t.co/ywI7Qy0SrX'",GOP,False,Mon Mar 02 13:18:56 +0000 2020,384,b'1234468233622761472'
